Unnamed: 0,"!NOTE!: Unless otherwise indicated, values are reported from the year in which the event took place. Next to the original cost or revenue values you will see original values converted to USD2018. Further details can be found in the source of the value. Cells marked in a light gray are missing values, they have been imputed based on the values converted to USD2019.",Unnamed: 2,Number of Athletes,SOURCE,Number of events,SOURCE.1,Number of countries,SOURCE.2,Accredited Media,SOURCE.3,Ticketing Revenue,Ticketing Revenue (USD2018),SOURCE.4,Broadcast Revenue,Broadcast Revenue (USD2018),SOURCE.5,International Sponsorship Revenue ,International Sponsorship Revenue (USD 2018),SOURCE.6,Domestic Sponsorship Revenue,Domestic Sponsorship Revenue (USD 2018),SOURCE.7,Cost of venues,Cost of venues (USD 2018),SOURCE.8,Cost of organisation,Cost of organisation (USD 2018),SOURCE.9
,,2010 Vancouver,2566,IOC 2018: https://www.olympic.org/vancouver-2010 (accessed 2015.6.2018),86.0,IOC 2018: https://www.olympic.org/vancouver-2010 (accessed 2015.6.2018),82.0,IOC 2018: https://www.olympic.org/vancouver-2010 20(accessed 2015.6.2018),12518,"IOC. (2017). The Olympic Winter Games in numbers: Vancouver 2010, Sochi 2014 and PyeongChang 2018. IOC. Lausanne. https://library.olympic.org/Default/doc/SYRACUSE/171290/the-olympic-winter-games-in-numbers-vancouver-2010-sochi-2014-and-pyeongchang-2018-international-oly, p. 10",250000000,287892500.0,"International Olympic Committee IOC. (2020). Olympic Marketing Fact File 2020 Edition. https://library.olympic.org/doc/SYRACUSE/355225, p. 33",1280000000,1474009600.0,"International Olympic Committee IOC. (2020). Olympic Marketing Fact File 2020 Edition. https://library.olympic.org/doc/SYRACUSE/355225, p. 27",316350000.0,364299169.5,"International Olympic Committee IOC. (2020). Olympic Marketing Fact File 2020 Edition. https://library.olympic.org/doc/SYRACUSE/355225, p. 15 and 19",688000000,792280160,"International Olympic Committee IOC. (2020). Olympic Marketing Fact File 2020 Edition. https://library.olympic.org/doc/SYRACUSE/355225, p. 15 and 19",599800000,670593869.9,"IOC. (2017). The Olympic Winter Games in numbers: Vancouver 2010, Sochi 2014 and PyeongChang 2018. IOC. Lausanne. https://library.olympic.org/Default/doc/SYRACUSE/171290/the-olympic-winter-games-in-numbers-vancouver-2010-sochi-2014-and-pyeongchang-2018-international-oly, p. 69, p. 89",1755000000.0,1962141116.5,"VANOC. (2010). Vancouver 2010 Sustainability Report, vol. 3. Vancouver Organizing Committee, p. 89"
,,2014 Sochi,2780,IOC 2018: https://www.olympic.org/sochi-2014 (accessed 24.08.2018),98.0,IOC 2018: https://www.olympic.org/sochi-2014 (accessed 24.08.2018),88.0,IOC 2018: https://www.olympic.org/sochi-2014 (accessed 24.08.2018),13703,"IOC. (2017). The Olympic Winter Games in numbers: Vancouver 2010, Sochi 2014 and PyeongChang 2018. IOC. Lausanne. https://library.olympic.org/Default/doc/SYRACUSE/171290/the-olympic-winter-games-in-numbers-vancouver-2010-sochi-2014-and-pyeongchang-2018-international-oly, p. 10",205000000,217443468.09,"International Olympic Committee IOC. (2020). Olympic Marketing Fact File 2020 Edition. https://library.olympic.org/doc/SYRACUSE/355225, p. 33",1289000000,1367242099.35,"International Olympic Committee IOC. (2020). Olympic Marketing Fact File 2020 Edition. https://library.olympic.org/doc/SYRACUSE/355225, p. 27",333999000.0,354272687.31,"International Olympic Committee IOC. (2020). Olympic Marketing Fact File 2020 Edition. https://library.olympic.org/doc/SYRACUSE/355225, p. 15 and 19",1189000000,1261172115,"International Olympic Committee IOC. (2020). Olympic Marketing Fact File 2020 Edition. https://library.olympic.org/doc/SYRACUSE/355225, p. 15 and 19",11894000000,12615963948.53,"Müller, M. (2014). After Sochi 2014: Costs and impacts of Russia’s Olympic Games. Eurasian Geography and Economics, 55(6), 628–655. https://doi.org/10.1080/15387216.2015.1040432, p. 631",2327000000.0,2468248537.77,"Müller, M. (2014). After Sochi 2014: Costs and impacts of Russia’s Olympic Games. Eurasian Geography and Economics, 55(6), 628–655, p. 631 https://doi.org/10.1080/15387216.2015.1040432, p. 631-632"
,,2018 PyeongChang (cost of venues variable was reported in 2016),2833,IOC 2018: https://www.olympic.org/pyeongchang-2018 (accessed 4.10.2018) ,102.0,IOC 2018: https://www.olympic.org/pyeongchang-2018 (accessed 4.10.2018),92.0,IOC 2018: https://www.olympic.org/pyeongchang-2018 (accessed 4.10.2018),11228,"PyeongChang Organizing Committee. (2018). Official Report of the PyeongChang 2018 Olympic and Paralympic Winter Games (Vol. 3). POCOG, p. 72",143000000,143000000.0,"International Olympic Committee IOC. (2020). Olympic Marketing Fact File 2020 Edition. https://library.olympic.org/doc/SYRACUSE/355225, p. 33",1436000000,1436000000.0,"International Olympic Committee IOC. (2020). Olympic Marketing Fact File 2020 Edition. https://library.olympic.org/doc/SYRACUSE/355225, p. 27",,360000000.0,"No original source, value is imputed",649000000,649000000,"International Olympic Committee IOC. (2020). Olympic Marketing Fact File 2020 Edition. https://library.olympic.org/doc/SYRACUSE/355225, p. 19",1370000000000,1234833358.0,"POBICO Pyeongchang 2018 Olympic & Paralympic Winter Games Bid Committee. (2010). PyeongChang 2018 (Bid Report). IOC, p. 123",2190000000.0,2190000000.0,"PyeongChang Organizing Committee. (2018). Official Report of the PyeongChang 2018 Olympic and Paralympic Winter Games (Vol. 3). POCOG, p. 29"
FIFA Men's World Cup,FIFA MENS WORLD CUP,1966 England (cost of venues was reported in 2018),352,"FIFA. (1966). World Championship—Jules Rimet Cup 1966 Final competition—Technical Study, p.36-56; Mayes, H. (1967). The World Cup Report 1966 (p. 299). Football Association, p. 274-290",32.0,"Mayes, H. (1967). The World Cup Report 1966 (p. 299). Football Association, p. 259-273",16.0,"Mayes, H. (1967). The World Cup Report 1966 (p. 299). Football Association, p. 274-290",2152,"FIFA. (1966). World Championship—Jules Rimet Cup 1966 Final competition—Technical Study, p.36-56; Mayes, H. (1967). The World Cup Report 1966 (p. 299). Football Association, p. 51",1551099,33613428.0,"Mayes, H. (1967). The World Cup Report 1966 (p. 299). Football Association, p. 245",300000,6501215.0,"European broadcast Union. (1962). Contract—FIFA/EBU World Football Championships 1966, p.2",,2723354.0,"No original source, value is imputed",No domestic sponsorship,No domestic sponsorship,,24360000,24360000.0,"Fett, M. (2020). The game has changed – a systematic approach to classify FIFA World Cups. International Journal of Sport Policy and Politics, 0(0), 1–16. https://doi.org/10.1080/19406940.2020.1784978, p. 6",46060000.0,46060000.0,"Symes, G. N. (1966). World Cup Championship 1966. Preliminary Figures. P. 5"
,,1970 Mexico (cost of venues was reported in 2018),352,FIFA 2018: https://www.fifa.com/worldcup/archive/mexico1970/teams/team=44023/players.html (accessed 23/07/2018),32.0,FIFA 2018: https://www.fifa.com/worldcup/archive/mexico1970/teams/team=44023/players.html (accessed 23/07/2018),16.0,FIFA 2018: https://www.fifa.com/worldcup/archive/mexico1970/teams/team=44023/players.html (accessed 23/07/2018),2662,"Courte, R. (1980). FIFA Official Report WC 1978 Argentina. FIFA Archive, p. 284",7327873,47394320.19,Comite Organizador del IX campeonato Mundial de Futbol Mexico 1970. (1970). Final Report World Cup Mexico 1970. FIFA Archive. p. 179,23750000,12288587.48,Comite Organizador del IX campeonato Mundial de Futbol Mexico 1970. (1970). Final Report World Cup Mexico 1970. FIFA Archive. p. 180 ,2218301.0,1147837.669,Comite Organizador del IX campeonato Mundial de Futbol Mexico 1970. (1970). Final Report World Cup Mexico 1970. FIFA Archive. p. 180 ,No domestic sponsorship,No domestic sponsorship,,68710000,68710000.0,"Fett, M. (2020). The game has changed – a systematic approach to classify FIFA World Cups. International Journal of Sport Policy and Politics, 0(0), 1–16. https://doi.org/10.1080/19406940.2020.1784978, p. 6",46863492.35,24247836.85,Comite Organizador del IX campeonato Mundial de Futbol Mexico 1970. (1970). Final Report World Cup Mexico 1970. FIFA Archive. p. 5
,,1974 West Germany (cost of venues was reported in 1972),352,"FIFA. (1974). FIFA World Cup 1974, Final Competition, Technical Study, English Edition. https://www.fifa.com/who-we-are/official-documents/development/technical-study-group-reports, p. 74-105",38.0,"Merkel, U. (2006). The 1974 and 2006 World Cups in Germany: Commonalities, Continuities and Changes. Soccer & Society, 7(1), 14–28. https://doi.org/10.1080/14660970500355553, p. 15",16.0,"Merkel, U. (2006). The 1974 and 2006 World Cups in Germany: Commonalities, Continuities and Changes. Soccer & Society, 7(1), 14–28. https://doi.org/10.1080/14660970500355553, p. 15",4166,"WM74. (1974). Bericht des WM-Organisationskomitees zum DFB-Bundestag 1974, p. 49",36310115,71448894.26,"Heimann, K.-H. (1976). Official FIFA Report World Cup 74 Bundesrepublik Deutschland – FIFA-Weltpokal 1974. FIFA, p. 100",18016000,35450818.01,"Courte, R. (1980). FIFA Official Report WC 1978 Argentina. FIFA Archive, p. 286",15000000.0,29516111.8,"Heimann, K.-H. (1976). Official FIFA Report World Cup 74 Bundesrepublik Deutschland – FIFA-Weltpokal 1974. FIFA, p. 100",No domestic sponsorship,No domestic sponsorship,,250000000,470755240.75,"Die ZEIT (Online Archiv), D. I. E. (1972, November 24). Fußballweltmeisterschaft 1974 in der Bundesrepublik: Für den Fußball gibt es keine Grenzen. Die Zeit. https://www.zeit.de/1972/47/fuer-den-fussball-gibt-es-keine-grenzen/komplettansicht?print",18000000.0,35419334.16,"Heimann, K.-H. (1976). Official FIFA Report World Cup 74 Bundesrepublik Deutschland – FIFA-Weltpokal 1974. FIFA, p. 94"
,,1978 Argentina ,352,FIFA 2018: https://www.fifa.com/worldcup/archive/argentina1978/teams/index.html (accessed 29/07/2018),38.0,FIFA 2018: https://www.fifa.com/worldcup/archive/argentina1978/teams/index.html (accessed 29/07/2018),16.0,FIFA 2018: https://www.fifa.com/worldcup/archive/argentina1978/teams/index.html (accessed 29/07/2018),6711,"Courte, R. (1980). FIFA Official Report WC 1978 Argentina. FIFA Archive, p. 284",32664196,70322010.11,"Courte, R. (1980). FIFA Official Report WC 1978 Argentina. FIFA Archive, p. 286",23917630,51491725.64,"Courte, R. (1980). FIFA Official Report WC 1978 Argentina. FIFA Archive, p. 286",14108040.0,30372881.0,"Courte, R. (1980). FIFA Official Report WC 1978 Argentina. FIFA Archive, p. 286",No domestic sponsorship,No domestic sponsorship,,400000000,1539737932.88,"Roldán, Diego. 2018. ‘La Copa Del Mundo Argentina 1978: Construcciones, Economías de Juego y Celebraciones’. Ensenada: Universidad Nacional de La Plata. p. 7",12375226.0,26642344.66,"FIFA. (1978). FIFA Balance de Cuenta Argentina 1978, p. 3"
,,1982 Spain,528,"FIFA. (1982). 1982 FIFA World Cup in Spain. Report of FIFA. Fédération Internationale de Football Association. https://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 71",52.0,"FIFA, 2016 available at: https://resources.fifa.com/mm/document/fifafacts/mencompwc/51/97/30/144091-factsheet-fifaworldcupcomparativestatistics1982-2014_neutral.pdf (accessed 28.01.2019)",24.0,"FIFA, 2016 available at: https://resources.fifa.com/mm/document/fifafacts/mencompwc/51/97/30/144091-factsheet-fifaworldcupcomparativestatistics1982-2014_neutral.pdf (accessed 28.01.2019)",7500,"Congresos de los Diputados. (1979). Sesiones informativas de comisiones. http://www.congreso.es/public_oficiales/L1/CONG/DS/CO/CI_013.PDF, p.5",40058928,51348916.31,"FIFA. (1982). 1982 FIFA World Cup in Spain. Report of FIFA. Fédération Internationale de Football Association. https://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 240",39000000,49991545.86,"FIFA. (1982). 1982 FIFA World Cup in Spain. Report of FIFA. Fédération Internationale de Football Association. https://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 240",36000000.0,46146042.33,"FIFA. (1982). 1982 FIFA World Cup in Spain. Report of FIFA. Fédération Internationale de Football Association. https://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 240",No domestic sponsorship,No domestic sponsorship,,7111082000,302200294.6,"FIFA. (1982). 1982 FIFA World Cup in Spain. Report of FIFA. Fédération Internationale de Football Association. https://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 240",51320030.0,65783785.47,"FIFA. (1982). 1982 FIFA World Cup in Spain. Report of FIFA. Fédération Internationale de Football Association. https://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 240"
,,1986 Mexico,528,"Furrer, G., & Vogel, E. (1986). FIFA World Cup—Mexico ’86 Official Report | Part 1. http://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 2",52.0,"Furrer, G., & Vogel, E. (1986). FIFA World Cup—Mexico ’86 Official Report | Part 1. http://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 2",24.0,"Furrer, G., & Vogel, E. (1986). FIFA World Cup—Mexico ’86 Official Report | Part 1. http://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 2",5000,"Furrer, G., & Vogel, E. (1986). FIFA World Cup—Mexico ’86 Official Report | Part 1. http://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 17",50000000,63672933.15,"Furrer, G., & Vogel, E. (1986). FIFA World Cup—Mexico ’86 Official Report | Part 4. http://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 214",49000000,62399474.48,"Furrer, G., & Vogel, E. (1986). FIFA World Cup—Mexico ’86 Official Report | Part 4. http://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 214",45000000.0,57305639.83,"Furrer, G., & Vogel, E. (1986). FIFA World Cup—Mexico ’86 Official Report | Part 4. http://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 214",No domestic sponsorship,No domestic sponsorship,,1200258914,1200258914.0,"No original source, value is imputed",72891593.0,92824430.56,"Furrer, G., & Vogel, E. (1986). FIFA World Cup—Mexico ’86 Official Report | Part 4. http://www.fifa.com/about-fifa/official-documents/development/technical-study-group-reports/index.html, p. 214"
,,1990 Italy,528,"FIFA. (2016). FACT Sheets: FIFA World Cup comparative statistics 1982-2014. https://resources.fifa.com/image/upload/comparative-statistics-1982-2010-519730.pdf?cloudid=o3dx8kjlopctz35v460o, p. 2",52.0,"FIFA. (2016). FACT Sheets: FIFA World Cup comparative statistics 1982-2014. https://resources.fifa.com/image/upload/comparative-statistics-1982-2010-519730.pdf?cloudid=o3dx8kjlopctz35v460o, p. 2",24.0,"FIFA. (2016). FACT Sheets: FIFA World Cup comparative statistics 1982-2014. https://resources.fifa.com/image/upload/comparative-statistics-1982-2010-519730.pdf?cloudid=o3dx8kjlopctz35v460o, p. 2",5342,"FIFA. (1990). FIFA WORLD CUP ITALIA 90 Official Report. https://resources.fifa.com/mm/document/afdeveloping/technicaldevp/50/08/69/fwc_italy_1990_a_part6_273.pdf, p.57",75000000,103771371.19,"FIFA. (1990). FIFA World Cup 1990 Account (p. 1), p. 1",95000000,77828528.39,"FIFA. (1990). FIFA World Cup 1990 Account (p. 1), p. 1",56250000.0,270173081.78,"Fett, M. (2020). The game has changed – a systematic approach to classify FIFA World Cups. International Journal of Sport Policy and Politics, 0(0), 1–16. https://doi.org/10.1080/19406940.2020.1784978, p.4",No domestic sponsorship,No domestic sponsorship,,1248393000000,2002516344.02,"FIFA. (1990). FIFA World Cup 1990 Account (p. 1), p. 1 and p. 86",125648307.12,173849294.9,"Camera dei Deputati. (1990). Relazione sulle opere infrastrutturali nelle aree interessate dai campionati di calcio del 1990. http://www.edizionieuropee.it/LAW/HTML/16/zn38_09_004.html, p. 86"
,,1994 USA,528,FIFA 2020: https://www.fifa.com/worldcup/archive/usa1994/teams/ (Accessed 26.05.20),52.0,FIFA 2020: https://www.fifa.com/worldcup/archive/usa1994/teams/ (Accessed 26.05.20),24.0,FIFA 2020: https://www.fifa.com/worldcup/archive/usa1994/matches/index.html (Accessed 26.05.20),9355,"ISL Marketing AG. (1994). The XV FIFA World Cup, World Cup USA 94, 17 June-17 July 1994, Event Summary. p. 17",105000000,130028316.24,"FIFA. (1994a). FIFA World Cup USA ’94 Final Accounts, p. 3",112843000,139740812.28,"FIFA. (1994a). FIFA World Cup USA ’94 Final Accounts, p. 3",75000000.0,92877368.74,"FIFA. (1994a). FIFA World Cup USA ’94 Final Accounts, p. 3",30000000,50822496.18,"FIFA. (1994a). FIFA World Cup USA ’94 Final Accounts, p. 3",5000000,8470416.0,"FIFA. (1994a). FIFA World Cup USA ’94 Final Accounts, p. 3",493000000.0,835183020.48,"FIFA. (1994a). FIFA World Cup USA ’94 Final Accounts, p. 3"
,,1998 France (ticketing revenue was reported in 2000),704,FIFA 2018: https://www.fifa.com/worldcup/news/players-facts-figures-eto-the-youngest-leighton-the-oldest-71653 (Accessed on 07-09-18),64.0,"Sharp, C., & Dension, J. (1999). Post Event Report—XVI FIFA World Cup France 98 10 June 12 July 1998, p. 6",32.0,"Sharp, C., & Dension, J. (1999). Post Event Report—XVI FIFA World Cup France 98 10 June 12 July 1998, p. 10",9766,"Sharp, C., & Dension, J. (1999). Post Event Report—XVI FIFA World Cup France 98 10 June 12 July 1998, p. 112",1700000000,361111420.0,"Cour des comptes. (2000). L’Organisation de la Coupe du monde de football 1998 (pp. 266–293), p. 268",230000000,244348642.35,"Fujak, H., Frawley, S., & Morgan, A. (2016). Broadcasting sport mega-events. In S. Frawley (Ed.), Managing Sport Mega-Events (pp. 89–104). Routledge. https://doi.org/10.4324/9781315757643-15, p. 93",897000000.0,234201961.44,"Hare, G. (1999). Buying and Selling the World Cup. In France and the 1998 World Cup: The national impact of a world sporting event (Frank Class Publishers, pp. 121–144), p. 130",No domestic sponsorship,No domestic sponsorship,,603000000,928896675.81,"Cour des comptes. (2000). L’Organisation de la Coupe du monde de football 1998 (pp. 266–293), p. 274-275",2500000000.0,652736793.3,"Cour des comptes. (2000). L’Organisation de la Coupe du monde de football 1998 (pp. 266–293), p. 267"
,,2002 Japan & South Korea,736,"FIFA. (2002). 2002 FIFA World Cup Korea/JapanTM Post Event Report. FIFA Marketing AG, p. 12",64.0,"FIFA. (2002). 2002 FIFA World Cup Korea/JapanTM Post Event Report. FIFA Marketing AG, p. 249",32.0,"FIFA. (2002). 2002 FIFA World Cup Korea/JapanTM Post Event Report. FIFA Marketing AG, p. 252",15000,"FIFA. (2002). 2002 FIFA World Cup Korea/JapanTM Post Event Report. FIFA Marketing AG, p. 249",276600000,386136819.01,"KOWOC (The Korean Organizing Committee for the 2002 FIFA World Cup Korea/Japan). (2003). 2002 FIFA World Cup Korea/JapanTM Summary Report. KOWOC, p. 70",1481000000,1326166283.22,"FIFA. (2002). 2002 FIFA World Cup Korea/JapanTM Post Event Report. FIFA Marketing AG, p. 240",840000000.0,752180741.33,"FIFA. (2002). 2002 FIFA World Cup Korea/JapanTM Post Event Report. FIFA Marketing AG, p. 242",No domestic sponsorship,No domestic sponsorship,,4600000000,6421653533.76,"Alm, J. (2012). World Stadium Index 2012. Play the Game and Danish Institute for Sports Studies. https://www.playthegame.org/fileadmin/documents/World_Stadium_Index_Final.pdf, p. 28",955000000.0,855157866.63,"FIFA. (2003). FIFA Financial Report 2002. https://resources.fifa.com/image/upload/fifa-financial-report-2002-1599446.pdf?cloudid=qkdqvkrhkrnqfswpmjct, p. 18"
,,2006 Germany,736,"FIFA. (2006, March 16). Deadline for submitting list of 23 players remains 15 May 2006. FIFA.Com. https://web.archive.org/web/20080423021317/http://www.fifa.com/worldcup/archive/germany2006/media/newsid%3D13258.html",64.0,FIFA Marketing & TV Division. (2007). Post Event Report—FIFA World Cup Germany 2006. p. 6,32.0,FIFA Marketing & TV Division. (2007). Post Event Report—FIFA World Cup Germany 2006. p. 6,18850,FIFA Marketing & TV Division. (2007). Post Event Report—FIFA World Cup Germany 2006. p. 36,262000000,409988476.73,FIFA. (2007). FIFA Finanz Bericht 2006. p. 23,1660000000,1648898710.71,FIFA. (2007). FIFA Finanz Bericht 2006. p. 20,714000000.0,709225108.1,FIFA. (2007). FIFA Finanz Bericht 2006. p. 19-23,65000000,101714698,FIFA. (2007). FIFA Finanz Bericht 2006. p. 19-23,1401000000,2192342961.43,"Presse- und Informationsamt der Bundesregierung, 2006, p.189-191",1196000000.0,1188001721.69,FIFA. (2007). FIFA Finanz Bericht 2006. p. 21-23
,,2010 South Africa,736,"FIFA (2010). 2010 FIFA World Cup South Africa: Technical Report and Statistics, Page 218-280.",64.0,"SRSA, NoYear, 2010 FIFA World Cup Country Report, Page. 73.",32.0,"Department for Sports and Recreation South Africa (SRSA), NoYear, 2010 FIFA World Cup Country Report, Page 90.",14700,"FIFA 2010,  (South Africa Facts and Figures), p8",300000000,345471000.0,"FIFA 2010, p.38-39 (Financial Report)",1338081000,1540893937.17,"FIFA 2010, p.72 (Financial Report)",604604000.0,696243828.28,"FIFA 2010, p.73 (Financial Report)",No domestic sponsorship,No domestic sponsorship,,22900000000,3602097117.88,"Bond, Patrick, and Eddie Cottle. 2011. ‘Economic Promises and Pitfalls of South Africa’s World Cup’. Pp. 39–72 in South Africa’s World Cup: A Legacy for Whom?, edited by E. Cottle. Scottsville, South Africa: University of KwaZulu-Natal Press. p. 45",1588000000.0,1828693160.0,"FIFA 2010 (Financial Report), p37-39"
,,2014 Brazil (note that cost of venues was reported in 2015),736,FIFA 2018: https://www.fifa.com/worldcup/archive/brazil2014/teams/index.html (Accessed 2010/08/2018),64.0,FIFA 2018: https://www.fifa.com/worldcup/archive/brazil2014/matches/index.html (accessed 10/08/2018),32.0,FIFA 2018:  https://www.fifa.com/worldcup/archive/brazil2014/teams/index.html (accessed 10/08/2018),16746,"FIFA. (2015). Final Debrief Report 2014 World Cup Brazil, p. 27",527000000,558988817.96,"FIFA. (2015). FIFA Financial Report 2014. FIFA, p. 36
",2428000000,2575379222.05,"FIFA. (2015). FIFA Financial Report 2014. FIFA, p. 17
",1580000000.0,1675905754.05,"FIFA. (2015). FIFA Financial Report 2014. FIFA, p. 17 and 36
",No domestic sponsorship,No domestic sponsorship,,8457000000,2693024532.55,"de Paula, M. (2015). A Copa do Mundo de 2014: Legados e Desafios (p. 29). Solidar Suisse. http://www.solidar.ch/sites/default/files/solidar_suisse_study_world_cup_brazil_14.pdf  , p.4",2224000000.0,2358996453.8,"FIFA. (2015). FIFA Financial Report 2014. FIFA, p. 18 and 35-36
"
,,2018 Russia (note that cost of venues was reported in 2017),736,FIFA 2018: https://www.fifa.com/worldcup/teams/ (accessed 21.09.19); ,64.0,"FIFA 2018, The 2018 FIFA World Cup in Numbers, p1",32.0,"FIFA 2018, The 2018 FIFA World Cup in Numbers, p1",17572,"FIFA 2018, The 2018 FIFA World Cup in Numbers, p. 10-13",541000000,541000000.0,"FIFA 2018 Financial Report, p. 16-17",3127000000,3127000000.0,"FIFA 2018 Financial Report, p. 16",1660000000.0,1660000000.0,"FIFA 2018 Financial Report, p. 16 and p. 17",No domestic sponsorship,No domestic sponsorship,,199965700000,3268792408.53,"Russian Federal Government. (2017, December 16). O Programme podgotovki k provedeniu v 2018 godu v Rossiskoi Federatsii chempionata mira po futbolu #1277 [Preparatory program for the 2018 Football World Cup in the Russian Federation—2017 edition, #1277]. p2",1824000000.0,1824000000.0,"Russian Federal Government. (2017, December 16). O Programme podgotovki k provedeniu v 2018 godu v Rossiskoi Federatsii chempionata mira po futbolu #1277 [Preparatory program for the 2018 Football World Cup in the Russian Federation—2017 edition, #1277]. p2"
